study_id,instance,monomer_a,monomer_b,hb_ratio,hv_ratio,mw,mw_units,mn,mn_units,pdi,shape,thickness,units_thickness,surface,surface_units,diameter,diameter_units,length,length_units,additive,additive1_name,additive1_percentage,additive1_use,additive2_name,additive2_percentage,additive2_use,addtive3_name,additive3_percentage,additive3_use,polymer_percentage,iso,astm,assay,cell_line,cell_line_type,exposure_type,no_cells_per_well,inoculum_concentration_units,culture_medium,dilution_medium,concentration,concentration_units,dilution,incubation_time,incubation_time_units,incubation_temperature,incubation_temperature_units,co2_percentage,air,extraction_time,units_extraction_time,extraction_temperature,units_extraction_t,extraction_medium,extraction_surface_area_ratio,extraction_surface_area_ratio_units,number_of_cells_well,cell_viability_percentage,toxicity,ic_50,ic_50_units,growth_constant_μ,growth_constant_μ_units,rgr,toxicity_grade,zone_index,lysis_index,growth_inhibition_percentage
5,9,3hb,3hv,88.0,12.0,609530.0,g/mol,1172173.076923077,,0.52,nanoparticle,,,,,208.51,nm,,,yes,ept,42.13,anticancer,,0.0,not_applicable,,0.0,not_applicable,57.87,,,mtt,a549,human,direct_contact,19000.0,cells/well,dmem_fbs_p/s,dmem_fbs_p/s,15.6,mg/l,,72.0,hours,37.0,celsius,5.0,humidified,,,,,,,,,47.04,toxic,,,,,,,,,
6,1,3hb,3hv,94.0,6.0,,,,,,bar,0.4,cm,,,,,1.0,cm,no,,0.0,not_applicable,,0.0,not_applicable,,0.0,not_applicable,100.0,,,mtt,mouse_fibroblasts,mouse,indirect_contact,10000.0,cells/well,dmem_fbs_gentamicin,,,,,48.0,hours,37.0,celsius,5.0,humidified,72.0,hours,37.0,celsius,dmem_fbs_gentamicin,,,,64.1221374045801,toxic,,,,,,,,,
6,2,3hb,3hv,94.0,6.0,,,,,,bar,0.4,cm,,,,,1.0,cm,no,,0.0,not_applicable,,0.0,not_applicable,,0.0,not_applicable,100.0,,,mtt,mouse_fibroblasts,mouse,indirect_contact,10000.0,cells/well,dmem_fbs_gentamicin,,,,,48.0,hours,37.0,celsius,5.0,humidified,72.0,hours,37.0,celsius,dmem_fbs_gentamicin,,,,93.307,non-toxic,,,,,,,,,
6,3,3hb,3hv,94.0,6.0,,,,,,bar,0.4,cm,,,,,1.0,cm,no,,0.0,not_applicable,,0.0,not_applicable,,0.0,not_applicable,100.0,,,mtt,mouse_fibroblasts,mouse,indirect_contact,10000.0,cells/well,dmem_fbs_gentamicin,,,,,48.0,hours,37.0,celsius,5.0,humidified,72.0,hours,37.0,celsius,dmem_fbs_gentamicin,,,,86.43,non-toxic,,,,,,,,,
6,4,3hb,3hv,94.0,6.0,,,,,,bar,0.4,cm,,,,,1.0,cm,no,,0.0,not_applicable,,0.0,not_applicable,,0.0,not_applicable,100.0,,,mtt,mouse_fibroblasts,mouse,indirect_contact,10000.0,cells/well,dmem_fbs_gentamicin,,,,,48.0,hours,37.0,celsius,5.0,humidified,72.0,hours,37.0,celsius,dmem_fbs_gentamicin,,,,77.3,non-toxic,,,,,,,,,
6,5,3hb,3hv,94.0,6.0,,,,,,bar,0.4,cm,,,,,1.0,cm,no,,0.0,not_applicable,,0.0,not_applicable,,0.0,not_applicable,100.0,,,mtt,mouse_fibroblasts,mouse,indirect_contact,10000.0,cells/well,dmem_fbs_gentamicin,,,,,48.0,hours,37.0,celsius,5.0,humidified,72.0,hours,37.0,celsius,dmem_fbs_gentamicin,,,,43.076,toxic,,,,,,,,,
6,6,3hb,3hv,94.0,6.0,,,,,,bar,0.4,cm,,,,,1.0,cm,no,,0.0,not_applicable,,0.0,not_applicable,,0.0,not_applicable,100.0,,,mtt,mouse_fibroblasts,mouse,indirect_contact,10000.0,cells/well,dmem_fbs_gentamicin,,,,,48.0,hours,37.0,celsius,5.0,humidified,72.0,hours,37.0,celsius,dmem_fbs_gentamicin,,,,72.307,non-toxic,,,,,,,,,
7,1,3hb,3hv,79.0,21.0,,,,,,film,2.0,mm,600.0,mm^2,,,,,yes,a_mwcnts,0.5,reinforcement,,0.0,not_applicable,,0.0,not_applicable,99.5,10993-5,,,murine_fibroblasts_l929,mouse,direct_contact,,,,,,,,168.0,hours,37.0,celsius,,,,,,,,,,,,,,,,,0.991868,0.0,,,
7,2,3hb,3hv,79.0,21.0,,,,,,film,2.0,mm,600.0,mm^2,,,,,yes,a_mwcnts,1.0,reinforcement,,0.0,not_applicable,,0.0,not_applicable,99.0,10993-5,,,murine_fibroblasts_l929,mouse,direct_contact,,,,,,,,168.0,hours,37.0,celsius,,,,,,,,,,,,,,,,,0.992576,0.0,,,
7,3,3hb,3hv,79.0,21.0,,,,,,film,2.0,mm,600.0,mm^2,,,,,yes,a_mwcnts,1.5,reinforcement,,0.0,not_applicable,,0.0,not_applicable,98.5,10993-5,,,murine_fibroblasts_l929,mouse,direct_contact,,,,,,,,168.0,hours,37.0,celsius,,,,,,,,,,,,,,,,,0.981278,1.0,,,
7,4,3hb,3hv,79.0,21.0,,,,,,film,2.0,mm,600.0,mm^2,,,,,yes,a_mwcnts,0.5,reinforcement,,0.0,not_applicable,,0.0,not_applicable,99.5,10993-5,,,murine_fibroblasts_l929,mouse,direct_contact,,,,,,,,96.0,hours,37.0,celsius,,,,,,,,,,,,,,,,,0.997122,0.0,,,
7,5,3hb,3hv,79.0,21.0,,,,,,film,2.0,mm,600.0,mm^2,,,,,yes,a_mwcnts,1.0,reinforcement,,0.0,not_applicable,,0.0,not_applicable,99.0,10993-5,,,murine_fibroblasts_l929,mouse,direct_contact,,,,,,,,96.0,hours,37.0,celsius,,,,,,,,,,,,,,,,,0.99384,0.0,,,
7,6,3hb,3hv,79.0,21.0,,,,,,film,2.0,mm,600.0,mm^2,,,,,yes,a_mwcnts,1.5,reinforcement,,0.0,not_applicable,,0.0,not_applicable,98.5,10993-5,,,murine_fibroblasts_l929,mouse,direct_contact,,,,,,,,96.0,hours,37.0,celsius,,,,,,,,,,,,,,,,,0.994476,0.0,,,
7,7,3hb,3hv,79.0,21.0,,,,,,film,2.0,mm,600.0,mm^2,,,,,yes,a_mwcnts,0.5,reinforcement,,0.0,not_applicable,,0.0,not_applicable,99.5,10993-5,,,murine_fibroblasts_l929,mouse,direct_contact,,,,,,,,48.0,hours,37.0,celsius,,,,,,,,,,,,,,,,,0.995311,0.0,,,
7,8,3hb,3hv,79.0,21.0,,,,,,film,2.0,mm,600.0,mm^2,,,,,yes,a_mwcnts,1.0,reinforcement,,0.0,not_applicable,,0.0,not_applicable,99.0,10993-5,,,murine_fibroblasts_l929,mouse,direct_contact,,,,,,,,48.0,hours,37.0,celsius,,,,,,,,,,,,,,,,,0.990602,0.0,,,
7,9,3hb,3hv,79.0,21.0,,,,,,film,2.0,mm,600.0,mm^2,,,,,yes,a_mwcnts,1.5,reinforcement,,0.0,not_applicable,,0.0,not_applicable,98.5,10993-5,,,murine_fibroblasts_l929,mouse,direct_contact,,,,,,,,48.0,hours,37.0,celsius,,,,,,,,,,,,,,,,,0.991987,0.0,,,
8,1,3hb,3hv,91.4,8.6,140000.0,g/mol,73684.21052631579,,1.9,microsphere,,,,,,,,,yes,peg_1100,30.0,stabilizer,,0.0,not_applicable,,0.0,not_applicable,70.0,,,mtt,dental_pulp_fibroblasts,human,indirect_contact,9600.0,cells/well,serum_free_mem,,,,,24.0,hours,37.0,celsius,5.0,humidified,,,,,,,,,77.2670468572409,non-toxic,,,,,,,,,
8,2,3hb,3hv,91.4,8.6,140000.0,g/mol,73684.21052631579,,1.9,microsphere,,,,,,,,,yes,peg_10000,30.0,stabilizer,,0.0,not_applicable,,0.0,not_applicable,70.0,,,mtt,dental_pulp_fibroblasts,human,indirect_contact,9600.0,cells/well,serum_free_mem,,,,,24.0,hours,37.0,celsius,5.0,humidified,,,,,,,,,100.395227119281,non-toxic,,,,,,,,,
8,3,3hb,3hv,91.4,8.6,140000.0,g/mol,73684.21052631579,,1.9,microsphere,,,,,,,,,no,,0.0,not_applicable,,0.0,not_applicable,,0.0,not_applicable,100.0,,,mtt,dental_pulp_fibroblasts,human,indirect_contact,9600.0,cells/well,serum_free_mem,,,,,24.0,hours,37.0,celsius,5.0,humidified,,,,,,,,,102.550735544884,non-toxic,,,,,,,,,
8,4,3hb,3hv,91.4,8.6,140000.0,g/mol,73684.21052631579,,1.9,microsphere,,,,,,,,,yes,peg_1100,30.0,stabilizer,,0.0,not_applicable,,0.0,not_applicable,70.0,,,mtt,dental_pulp_fibroblasts,human,indirect_contact,9600.0,cells/well,serum_free_mem,,,,,48.0,hours,37.0,celsius,5.0,humidified,,,,,,,,,71.74,non-toxic,,,,,,,,,
8,5,3hb,3hv,91.4,8.6,140000.0,g/mol,73684.21052631579,,1.9,microsphere,,,,,,,,,yes,peg_10000,30.0,stabilizer,,0.0,not_applicable,,0.0,not_applicable,70.0,,,mtt,dental_pulp_fibroblasts,human,indirect_contact,9600.0,cells/well,serum_free_mem,,,,,48.0,hours,37.0,celsius,5.0,humidified,,,,,,,,,89.6941266074842,non-toxic,,,,,,,,,
8,6,3hb,3hv,91.4,8.6,140000.0,g/mol,73684.21052631579,,1.9,microsphere,,,,,,,,,no,,0.0,not_applicable,,0.0,not_applicable,,0.0,not_applicable,100.0,,,mtt,dental_pulp_fibroblasts,human,indirect_contact,9600.0,cells/well,serum_free_mem,,,,,48.0,hours,37.0,celsius,5.0,humidified,,,,,,,,,105.139715908005,non-toxic,,,,,,,,,
9,1,3hb,,100.0,0.0,,g/mol,450000.0,,,film,,,,,,,,,no,,0.0,not_applicable,,0.0,not_applicable,,0.0,not_applicable,100.0,10993-5,,,vero_cells,monkey,indirect_contact,200000.0,cells/well,ham-f10_medium_fcs_10,,,,,24.0,hours,37.0,celsius,,,,,,,,,,639.143755181557,,,,,,,,,,,
9,2,3hb,,100.0,0.0,,g/mol,450000.0,,,film,,,,,,,,,yes,ppd,20.0,plasticizer,,0.0,not_applicable,,0.0,not_applicable,80.0,10993-5,,,vero_cells,monkey,indirect_contact,200000.0,cells/well,ham-f10_medium_fcs_10,,,,,24.0,hours,37.0,celsius,,,,,,,,,,648.318066787087,,,,,,,,,,,
9,3,3hb,,100.0,0.0,,g/mol,450000.0,,,film,,,,,,,,,yes,ppd,50.0,plasticizer,,0.0,not_applicable,,0.0,not_applicable,50.0,10993-5,,,vero_cells,monkey,indirect_contact,200000.0,cells/well,ham-f10_medium_fcs_10,,,,,24.0,hours,37.0,celsius,,,,,,,,,,758.409806053448,,,,,,,,,,,
9,4,3hb,,100.0,0.0,,g/mol,450000.0,,,film,,,,,,,,,yes,ppd,80.0,plasticizer,,0.0,not_applicable,,0.0,not_applicable,20.0,10993-5,,,vero_cells,monkey,indirect_contact,200000.0,cells/well,ham-f10_medium_fcs_10,,,,,24.0,hours,37.0,celsius,,,,,,,,,,729.357807636862,,,,,,,,,,,
9,5,3hb,,100.0,0.0,,g/mol,450000.0,,,film,,,,,,,,,no,,0.0,not_applicable,,0.0,not_applicable,,0.0,not_applicable,100.0,10993-5,,,vero_cells,monkey,direct_contact,200000.0,cells/well,ham-f10_medium_fcs_10,,,,,24.0,hours,37.0,celsius,,,,,,,,,,444.794945711686,,,,,,,,,,,
9,6,3hb,,100.0,0.0,,g/mol,450000.0,,,film,,,,,,,,,yes,ppd,20.0,plasticizer,,0.0,not_applicable,,0.0,not_applicable,80.0,10993-5,,,vero_cells,monkey,direct_contact,200000.0,cells/well,ham-f10_medium_fcs_10,,,,,24.0,hours,37.0,celsius,,,,,,,,,,340.694011570589,,,,,,,,,,,
9,7,3hb,,100.0,0.0,,g/mol,450000.0,,,film,,,,,,,,,yes,ppd,50.0,plasticizer,,0.0,not_applicable,,0.0,not_applicable,50.0,10993-5,,,vero_cells,monkey,direct_contact,200000.0,cells/well,ham-f10_medium_fcs_10,,,,,24.0,hours,37.0,celsius,,,,,,,,,,373.817031147134,,,,,,,,,,,
9,8,3hb,,100.0,0.0,,g/mol,450000.0,,,film,,,,,,,,,yes,ppd,80.0,plasticizer,,0.0,not_applicable,,0.0,not_applicable,20.0,10993-5,,,vero_cells,monkey,direct_contact,200000.0,cells/well,ham-f10_medium_fcs_10,,,,,24.0,hours,37.0,celsius,,,,,,,,,,370.977914564551,,,,,,,,,,,
10,1,3hb,,100.0,0.0,230000.0,g/mol,87000.0,,2.6436781609195403,disc,,,,,10.0,mm,,,yes,peg,74.5,plasticizer,,0.0,not_applicable,,0.0,not_applicable,25.5,,f895-84,agarose_overlay,mouse_fibroblasts_l929,mouse,,,,mem_fbs10_neaa_agar,,,,,24.0,hours,37.0,celsius,5.0,humidified,,,,,,,,,,,,,,,,0.0,0.0,,
11,1,3hb,,100.0,0.0,230000.0,g/mol,100000.00000000001,,2.3,fiber,2.8,mm,,,2.0,μm,,,yes,plga,90.0,carrier,,0.0,not_applicable,,0.0,not_applicable,10.0,10993-5,,mtt,mouse_fibroblasts_l929,mouse,indirect_contact,2000000.0,cells/well,mem_penicilin_streptomycin_lglutamine,,,,,72.0,hours,37.0,celsius,5.0,humidified,,,,,,,,,100.0,non-toxic,,,,,,0.0,,,
11,2,3hb,,100.0,0.0,230000.0,g/mol,100000.00000000001,,2.3,fiber,2.7,mm,,,2.0,μm,,,yes,plga,81.0,carrier,igf1,10.0,activator,,0.0,not_applicable,9.0,10993-5,,mtt,mouse_fibroblasts_l929,mouse,indirect_contact,2000000.0,cells/well,mem_penicilin_streptomycin_lglutamine,,,,,72.0,hours,37.0,celsius,5.0,humidified,,,,,,,,,100.0,non-toxic,,,,,,0.0,,,
11,3,3hb,,100.0,0.0,230000.0,g/mol,100000.00000000001,,2.3,fiber,2.8,mm,,,2.0,μm,,,yes,plga,90.0,carrier,,0.0,not_applicable,,0.0,not_applicable,10.0,10993-5,,mtt,mouse_fibroblasts_l929,mouse,indirect_contact,2000000.0,cells/well,mem_penicilin_streptomycin_lglutamine_calf_serum,,,,,72.0,hours,37.0,celsius,5.0,humidified,,,,,,,,,100.0,non-toxic,,,,,,0.0,,,
11,4,3hb,,100.0,0.0,230000.0,g/mol,100000.00000000001,,2.3,fiber,2.7,mm,,,2.0,μm,,,yes,plga,81.0,carrier,igf1,10.0,activator,,0.0,not_applicable,9.0,10993-5,,mtt,mouse_fibroblasts_l929,mouse,indirect_contact,2000000.0,cells/well,mem_penicilin_streptomycin_lglutamine_calf_serum,,,,,72.0,hours,37.0,celsius,5.0,humidified,,,,,,,,,99.0,non-toxic,,,,,,0.0,,,
11,5,3hb,,100.0,0.0,230000.0,g/mol,100000.00000000001,,2.3,fiber,2.8,mm,,,2.0,μm,,,yes,plga,90.0,carrier,,0.0,not_applicable,,0.0,not_applicable,10.0,10993-5,,mtt,mouse_fibroblasts_l929,mouse,direct_contact,2000000.0,cells/well,mem,,,,,72.0,hours,37.0,celsius,5.0,humidified,,,,,,,,,99.0,non-toxic,,,,,,0.0,,,
11,6,3hb,,100.0,0.0,230000.0,g/mol,100000.00000000001,,2.3,fiber,2.7,mm,,,2.0,μm,,,yes,plga,81.0,carrier,igf1,10.0,activator,,0.0,not_applicable,9.0,10993-5,,mtt,mouse_fibroblasts_l929,mouse,direct_contact,2000000.0,cells/well,mem,,,,,72.0,hours,37.0,celsius,5.0,humidified,,,,,,,,,100.0,non-toxic,,,,,,0.0,,,
12,1,3hb,,100.0,0.0,,,,,,nanoparticle,,,,,100.0,nm,,,yes,pva,90.9,stabilizer,,0.0,not_applicable,,0.0,not_applicable,9.1,,,mtt,hek293,human,,50000.0,cells/well,,,,,,,,37.0,celsius,5.0,humidified,,,,,,,,,99.0,non-toxic,,,,,,,,,
12,2,3hb,,100.0,0.0,,,,,,nanoparticle,,,,,165.0,nm,,,yes,pva,87.0,stabilizer,as2o3,4.3,persevative,,0.0,not_applicable,8.7,,,mtt,hek293,human,,50000.0,cells/well,,,,,,,,37.0,celsius,5.0,humidified,,,,,,,,,96.0,non-toxic,,,,,,,,,
12,3,3hb,,100.0,0.0,,,,,,nanoparticle,,,,,175.0,nm,,,yes,pva,85.1,stabilizer,as2o3,4.3,persevative,folate,2.1,target_ligard,8.5,,,mtt,hek293,human,,50000.0,cells/well,,,,,,,,37.0,celsius,5.0,humidified,,,,,,,,,90.0,non-toxic,,,,,,,,,
13,1,3hb,3hv,88.0,12.0,,,,,,nanotube,,,,,,,,,yes,hnt,28.0,carrier,,0.0,not_applicable,,0.0,not_applicable,72.0,,,mtt,mouse_fibroblasts_l929,mouse,indirect_contact,4000.0,cells/well,rpmi_fbs_lglutamine_streptomycin_penicillin,rpmi_fbs_lglutamine_streptomycin_penicillin,,,1.0,72.0,hours,37.0,celsius,5.0,humidified,,,,,,,,,68.0,toxic,,,,,,,,,
13,2,3hb,3hv,88.0,12.0,,,,,,nanotube,,,,,,,,,yes,hnt,26.04,carrier,sr,1.96,activator,,0.0,not_applicable,72.0,,,mtt,mouse_fibroblasts_l929,mouse,indirect_contact,4000.0,cells/well,rpmi_fbs_lglutamine_streptomycin_penicillin,rpmi_fbs_lglutamine_streptomycin_penicillin,,,1.0,72.0,hours,37.0,celsius,5.0,humidified,,,,,,,,,63.0,toxic,,,,,,,,,
13,3,3hb,3hv,88.0,12.0,,,,,,nanotube,,,,,,,,,yes,hnt,28.0,carrier,,0.0,not_applicable,,0.0,not_applicable,72.0,,,mtt,mouse_fibroblasts_l929,mouse,indirect_contact,4000.0,cells/well,rpmi_fbs_lglutamine_streptomycin_penicillin,rpmi_fbs_lglutamine_streptomycin_penicillin,,,2.0,72.0,hours,37.0,celsius,5.0,humidified,,,,,,,,,76.0,non-toxic,,,,,,,,,
13,4,3hb,3hv,88.0,12.0,,,,,,nanotube,,,,,,,,,yes,hnt,26.04,carrier,sr,1.96,activator,,0.0,not_applicable,72.0,,,mtt,mouse_fibroblasts_l929,mouse,indirect_contact,4000.0,cells/well,rpmi_fbs_lglutamine_streptomycin_penicillin,rpmi_fbs_lglutamine_streptomycin_penicillin,,,2.0,72.0,hours,37.0,celsius,5.0,humidified,,,,,,,,,76.0,non-toxic,,,,,,,,,
13,5,3hb,3hv,88.0,12.0,,,,,,nanotube,,,,,,,,,yes,hnt,28.0,carrier,,0.0,not_applicable,,0.0,not_applicable,72.0,,,mtt,mouse_fibroblasts_l929,mouse,indirect_contact,4000.0,cells/well,rpmi_fbs_lglutamine_streptomycin_penicillin,rpmi_fbs_lglutamine_streptomycin_penicillin,,,4.0,72.0,hours,37.0,celsius,5.0,humidified,,,,,,,,,87.0,non-toxic,,,,,,,,,
13,6,3hb,3hv,88.0,12.0,,,,,,nanotube,,,,,,,,,yes,hnt,26.04,carrier,sr,1.96,activator,,0.0,not_applicable,72.0,,,mtt,mouse_fibroblasts_l929,mouse,indirect_contact,4000.0,cells/well,rpmi_fbs_lglutamine_streptomycin_penicillin,rpmi_fbs_lglutamine_streptomycin_penicillin,,,4.0,72.0,hours,37.0,celsius,5.0,humidified,,,,,,,,,81.0,non-toxic,,,,,,,,,
13,7,3hb,3hv,88.0,12.0,,,,,,nanotube,,,,,,,,,yes,hnt,28.0,carrier,,0.0,not_applicable,,0.0,not_applicable,72.0,,,tryptan_blue_assay,mouse_fibroblasts_l929,mouse,indirect_contact,4000.0,cells/well,rpmi_fbs_lglutamine_streptomycin_penicillin,rpmi_fbs_lglutamine_streptomycin_penicillin,,,1.0,72.0,hours,37.0,celsius,5.0,humidified,,,,,,,,,96.0,non-toxic,,,,,,,,,
13,8,3hb,3hv,88.0,12.0,,,,,,nanotube,,,,,,,,,yes,hnt,26.04,carrier,sr,1.96,activator,,0.0,not_applicable,72.0,,,tryptan_blue_assay,mouse_fibroblasts_l929,mouse,indirect_contact,4000.0,cells/well,rpmi_fbs_lglutamine_streptomycin_penicillin,rpmi_fbs_lglutamine_streptomycin_penicillin,,,1.0,72.0,hours,37.0,celsius,5.0,humidified,,,,,,,,,92.0,non-toxic,,,,,,,,,
13,9,3hb,3hv,88.0,12.0,,,,,,nanotube,,,,,,,,,yes,hnt,28.0,carrier,,0.0,not_applicable,,0.0,not_applicable,72.0,,,tryptan_blue_assay,mouse_fibroblasts_l929,mouse,indirect_contact,4000.0,cells/well,rpmi_fbs_lglutamine_streptomycin_penicillin,rpmi_fbs_lglutamine_streptomycin_penicillin,,,2.0,72.0,hours,37.0,celsius,5.0,humidified,,,,,,,,,97.0,non-toxic,,,,,,,,,
13,10,3hb,3hv,88.0,12.0,,,,,,nanotube,,,,,,,,,yes,hnt,26.04,carrier,sr,1.96,activator,,0.0,not_applicable,72.0,,,tryptan_blue_assay,mouse_fibroblasts_l929,mouse,indirect_contact,4000.0,cells/well,rpmi_fbs_lglutamine_streptomycin_penicillin,rpmi_fbs_lglutamine_streptomycin_penicillin,,,2.0,72.0,hours,37.0,celsius,5.0,humidified,,,,,,,,,97.0,non-toxic,,,,,,,,,
13,11,3hb,3hv,88.0,12.0,,,,,,nanotube,,,,,,,,,yes,hnt,28.0,carrier,,0.0,not_applicable,,0.0,not_applicable,72.0,,,tryptan_blue_assay,mouse_fibroblasts_l929,mouse,indirect_contact,4000.0,cells/well,rpmi_fbs_lglutamine_streptomycin_penicillin,rpmi_fbs_lglutamine_streptomycin_penicillin,,,4.0,72.0,hours,37.0,celsius,5.0,humidified,,,,,,,,,96.0,non-toxic,,,,,,,,,
13,12,3hb,3hv,88.0,12.0,,,,,,nanotube,,,,,,,,,yes,hnt,26.04,carrier,sr,1.96,activator,,0.0,not_applicable,72.0,,,tryptan_blue_assay,mouse_fibroblasts_l929,mouse,indirect_contact,4000.0,cells/well,rpmi_fbs_lglutamine_streptomycin_penicillin,rpmi_fbs_lglutamine_streptomycin_penicillin,,,4.0,72.0,hours,37.0,celsius,5.0,humidified,,,,,,,,,96.0,non-toxic,,,,,,,,,
14,1,3hb,3hv,95.0,5.0,,,,,,membrane,0.3,mm,,,,,,,no,,0.0,not_applicable,,0.0,not_applicable,,0.0,not_applicable,100.0,10993-5,,bca,l929_fibroblasts,mouse,indirect_contact,,,dmem_fcs10,dmem_fcs10,,,1.0,72.0,hours,37.0,celsius,5.0,humidified,,,,,,,,,,,,,,,,,,,6.71
15,1,3hb,,100.0,0.0,230000.0,g/mol,87000.0,,2.6436781609195403,,,,,,,,,,yes,pdmaema,66.6,condensator,,0.0,not_applicable,,0.0,not_applicable,33.4,,,mtt,hek293,human,indirect_contact,30000.0,cells/well,dmem_fcs10,dmem_fcs10,,,1.0,72.0,hours,37.0,celsius,5.0,humidified,,,,,,,,,64.9928263988522,toxic,,,,,,,,,
15,2,3hb,,100.0,0.0,230000.0,g/mol,87000.0,,2.6436781609195403,,,,,,,,,,yes,pdmaema,66.6,condensator,,0.0,not_applicable,,0.0,not_applicable,33.4,,,mtt,hek293,human,indirect_contact,30000.0,cells/well,dmem_fcs10,dmem_fcs10,,,2.0,72.0,hours,37.0,celsius,5.0,humidified,,,,,,,,,67.4318507890961,toxic,,,,,,,,,
15,3,3hb,,100.0,0.0,230000.0,g/mol,87000.0,,2.6436781609195403,,,,,,,,,,yes,pdmaema,66.6,condensator,,0.0,not_applicable,,0.0,not_applicable,33.4,,,mtt,hek293,human,indirect_contact,30000.0,cells/well,dmem_fcs10,dmem_fcs10,,,4.0,72.0,hours,37.0,celsius,5.0,humidified,,,,,,,,,70.4447632711621,non-toxic,,,,,,,,,
15,4,3hb,,100.0,0.0,230000.0,g/mol,87000.0,,2.6436781609195403,,,,,,,,,,yes,pdmaema,66.6,condensator,,0.0,not_applicable,,0.0,not_applicable,33.4,,,mtt,hek293,human,indirect_contact,30000.0,cells/well,dmem_fcs10,dmem_fcs10,,,8.0,72.0,hours,37.0,celsius,5.0,humidified,,,,,,,,,73.0272596843615,non-toxic,,,,,,,,,
15,5,3hb,,100.0,0.0,230000.0,g/mol,87000.0,,2.6436781609195403,,,,,,,,,,yes,pdmaema,66.6,condensator,,0.0,not_applicable,,0.0,not_applicable,33.4,,,mtt,hek293,human,indirect_contact,30000.0,cells/well,dmem_fcs10,dmem_fcs10,,,16.0,72.0,hours,37.0,celsius,5.0,humidified,,,,,,,,,78.4791965566714,non-toxic,,,,,,,,,
15,6,3hb,,100.0,0.0,230000.0,g/mol,87000.0,,2.6436781609195403,,,,,,,,,,yes,pdmaema,66.6,condensator,,0.0,not_applicable,,0.0,not_applicable,33.4,,,mtt,hek293,human,indirect_contact,30000.0,cells/well,dmem_fcs10,dmem_fcs10,,,32.0,72.0,hours,37.0,celsius,5.0,humidified,,,,,,,,,84.93543758967,non-toxic,,,,,,,,,
15,7,3hb,,100.0,0.0,230000.0,g/mol,87000.0,,2.6436781609195403,,,,,,,,,,yes,pdmaema,91.2,condensator,,0.0,not_applicable,,0.0,not_applicable,8.8,,,mtt,hek293,human,indirect_contact,30000.0,cells/well,dmem_fcs10,dmem_fcs10,,,1.0,72.0,hours,37.0,celsius,5.0,humidified,,,,,,,,,63.4146341463414,toxic,,,,,,,,,
15,8,3hb,,100.0,0.0,230000.0,g/mol,87000.0,,2.6436781609195403,,,,,,,,,,yes,pdmaema,91.2,condensator,,0.0,not_applicable,,0.0,not_applicable,8.8,,,mtt,hek293,human,indirect_contact,30000.0,cells/well,dmem_fcs10,dmem_fcs10,,,2.0,72.0,hours,37.0,celsius,5.0,humidified,,,,,,,,,60.2582496413199,toxic,,,,,,,,,
15,9,3hb,,100.0,0.0,230000.0,g/mol,87000.0,,2.6436781609195403,,,,,,,,,,yes,pdmaema,91.2,condensator,,0.0,not_applicable,,0.0,not_applicable,8.8,,,mtt,hek293,human,indirect_contact,30000.0,cells/well,dmem_fcs10,dmem_fcs10,,,4.0,72.0,hours,37.0,celsius,5.0,humidified,,,,,,,,,62.9842180774749,toxic,,,,,,,,,
15,10,3hb,,100.0,0.0,230000.0,g/mol,87000.0,,2.6436781609195403,,,,,,,,,,yes,pdmaema,91.2,condensator,,0.0,not_applicable,,0.0,not_applicable,8.8,,,mtt,hek293,human,indirect_contact,30000.0,cells/well,dmem_fcs10,dmem_fcs10,,,8.0,72.0,hours,37.0,celsius,5.0,humidified,,,,,,,,,62.9842180774749,toxic,,,,,,,,,
15,11,3hb,,100.0,0.0,230000.0,g/mol,87000.0,,2.6436781609195403,,,,,,,,,,yes,pdmaema,91.2,condensator,,0.0,not_applicable,,0.0,not_applicable,8.8,,,mtt,hek293,human,indirect_contact,30000.0,cells/well,dmem_fcs10,dmem_fcs10,,,16.0,72.0,hours,37.0,celsius,5.0,humidified,,,,,,,,,77.1879483500717,non-toxic,,,,,,,,,
15,12,3hb,,100.0,0.0,230000.0,g/mol,87000.0,,2.6436781609195403,,,,,,,,,,yes,pdmaema,91.2,condensator,,0.0,not_applicable,,0.0,not_applicable,8.8,,,mtt,hek293,human,indirect_contact,30000.0,cells/well,dmem_fcs10,dmem_fcs10,,,32.0,72.0,hours,37.0,celsius,5.0,humidified,,,,,,,,,78.909612625538,non-toxic,,,,,,,,,
16,1,3hb,,100.0,0.0,,,,,,nanoparticle,,,,,,,,,yes,phosphatidylcholine,70.0,builder,cholesterol,20.0,stabilizer,,0.0,not_applicable,10.0,,,mtt,hek,human,indirect_contact,25000.0,cells/well,kgm_gold_penicillin_streptomycin_amphotericin_b,,,,,,,,,,,,,,,,,,,69.9630996309963,toxic,,,,,,,,,
16,2,3hb,,100.0,0.0,,,,,,nanoparticle,,,,,,,,,yes,phosphatidylcholine,70.0,builder,cholesterol,20.0,stabilizer,,0.0,not_applicable,10.0,,,mtt,hek,human,indirect_contact,25000.0,cells/well,kgm_gold_penicillin_streptomycin_amphotericin_b,,,,,,,,,,,,,,,,,,,76.1623616236162,non-toxic,,,,,,,,,
